id,名稱,分類,熱量(Cal/100g),蛋白質(g/100g),碳水化合物(g/100g),脂肪(g/100g)
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
000000,,,,,,
